Timestamp/DeltaT,Message,Signal,Value
0 ms,RadarObj6,RelVelX6,-5.299999999999997
0 ms,RadarObj6,RelAccX6,6491.1
0 ms,RadarObj7,RelPosX7,5446.6
0 ms,RadarObj7,RelPosY7,-199.5999999999999
0 ms,RadarObj7,RelVelX7,-90.6
0 ms,RadarObj7,RelAccX7,6464.0
0 ms,RadarObj8,RelPosX8,5144.900000000001
0 ms,RadarObj8,RelPosY8,4998.8
0 ms,RadarObj8,RelVelX8,-18.19999999999999
0 ms,RadarObj8,RelAccX8,-34.0
0 ms,RadarObj9,RelPosX9,4821.0
0 ms,RadarObj9,RelPosY9,5429.200000000001
0 ms,RadarObj9,RelVelX9,6435.0
0 ms,RadarObj9,RelAccX9,6455.400000000001
0 ms,RadarObj10,RelPosX10,-149.89999999999998
0 ms,RadarObj10,RelPosY10,-150.19999999999993
0 ms,RadarObj10,RelVelX10,6439.200000000001
0 ms,RadarObj10,RelAccX10,-43.0
102 ms,VehicleStatus,VehicleSpeed,90.54
102 ms,VehicleStatus,SteeringAngle,-7604.7
0 ms,VehicleAccel,LateralAccel,2.323
0 ms,LaneInfo,LaneC0,0
0 ms,LaneInfo,LaneC1,1
0 ms,LaneInfo,LaneC2,0
0 ms,LaneInfo,LaneC3,1
0 ms,RadarObj1,RelPosX1,-159.69999999999993
0 ms,RadarObj1,RelPosY1,4715.8
0 ms,RadarObj1,RelVelX1,-32.5
0 ms,RadarObj1,RelAccX1,6495.200000000001
0 ms,RadarObj2,RelPosX2,-810.0
0 ms,RadarObj2,RelPosY2,4999.3
0 ms,RadarObj2,RelVelX2,-81.9
0 ms,RadarObj2,RelAccX2,6476.8
0 ms,RadarObj3,RelPosX3,-401.1
0 ms,RadarObj3,RelPosY3,4604.3
0 ms,RadarObj3,RelVelX3,-89.4
0 ms,RadarObj3,RelAccX3,-47.6
0 ms,RadarObj4,RelPosX4,5395.1
0 ms,RadarObj4,RelPosY4,-336.79999999999995
0 ms,RadarObj4,RelVelX4,6386.6
0 ms,RadarObj4,RelAccX4,-41.9
0 ms,RadarObj5,RelPosX5,-266.69999999999993
0 ms,RadarObj5,RelPosY5,4737.8
0 ms,RadarObj5,RelVelX5,-88.4
0 ms,RadarObj5,RelAccX5,6485.8
0 ms,RadarObj6,RelPosX6,-175.69999999999993
0 ms,RadarObj6,RelPosY6,-939.6
0 ms,RadarObj6,RelVelX6,6432.6
0 ms,RadarObj6,RelAccX6,6463.3
0 ms,RadarObj7,RelPosX7,4804.700000000001
0 ms,RadarObj7,RelPosY7,5389.6
0 ms,RadarObj7,RelVelX7,-45.599999999999994
0 ms,RadarObj7,RelAccX7,6503.400000000001
0 ms,RadarObj8,RelPosX8,-611.4
0 ms,RadarObj8,RelPosY8,4897.400000000001
0 ms,RadarObj8,RelVelX8,6449.5
0 ms,RadarObj8,RelAccX8,-39.6
0 ms,RadarObj9,RelPosX9,4912.6
0 ms,RadarObj9,RelPosY9,4591.3
0 ms,RadarObj9,RelVelX9,-4.099999999999994
0 ms,RadarObj9,RelAccX9,6459.1
0 ms,RadarObj10,RelPosX10,-325.19999999999993
0 ms,RadarObj10,RelPosY10,5251.5
0 ms,RadarObj10,RelVelX10,-32.5
0 ms,RadarObj10,RelAccX10,-40.0
103 ms,VehicleStatus,VehicleSpeed,108.5
103 ms,VehicleStatus,SteeringAngle,-4523.299999999999
0 ms,VehicleAccel,LateralAccel,5.893
0 ms,LaneInfo,LaneC0,1
0 ms,LaneInfo,LaneC1,1
0 ms,LaneInfo,LaneC2,1
0 ms,LaneInfo,LaneC3,1
0 ms,RadarObj1,RelPosX1,-78.69999999999993
0 ms,RadarObj1,RelPosY1,-42.19999999999993
0 ms,RadarObj1,RelVelX1,-65.4
0 ms,RadarObj1,RelAccX1,-8.899999999999999
0 ms,RadarObj2,RelPosX2,4867.8
0 ms,RadarObj2,RelPosY2,5014.6
0 ms,RadarObj2,RelVelX2,-96.1
0 ms,RadarObj2,RelAccX2,6496.700000000001
0 ms,RadarObj3,RelPosX3,5496.3
0 ms,RadarObj3,RelPosY3,5416.5
0 ms,RadarObj3,RelVelX3,6406.1
0 ms,RadarObj3,RelAccX3,-17.1
0 ms,RadarObj4,RelPosX4,-830.8
0 ms,RadarObj4,RelPosY4,-196.0
0 ms,RadarObj4,RelVelX4,6373.0
0 ms,RadarObj4,RelAccX4,6468.5
0 ms,RadarObj5,RelPosX5,-722.9
0 ms,RadarObj5,RelPosY5,-841.2
0 ms,RadarObj5,RelVelX5,6381.8
0 ms,RadarObj5,RelAccX5,-5.699999999999996
0 ms,RadarObj6,RelPosX6,4971.700000000001
0 ms,RadarObj6,RelPosY6,-927.9
0 ms,RadarObj6,RelVelX6,-82.6
0 ms,RadarObj6,RelAccX6,-5.599999999999994
0 ms,RadarObj7,RelPosX7,5134.6
0 ms,RadarObj7,RelPosY7,5163.400000000001
0 ms,RadarObj7,RelVelX7,-43.4
0 ms,RadarObj7,RelAccX7,6465.1
0 ms,RadarObj8,RelPosX8,-399.4
0 ms,RadarObj8,RelPosY8,-849.1
0 ms,RadarObj8,RelVelX8,-29.89999999999999
0 ms,RadarObj8,RelAccX8,6459.900000000001
0 ms,RadarObj9,RelPosX9,5084.400000000001
0 ms,RadarObj9,RelPosY9,5455.6
0 ms,RadarObj9,RelVelX9,6440.700000000001
0 ms,RadarObj9,RelAccX9,-21.099999999999998
0 ms,RadarObj10,RelPosX10,-749.4
0 ms,RadarObj10,RelPosY10,-590.5999999999999
0 ms,RadarObj10,RelVelX10,6415.8
0 ms,RadarObj10,RelAccX10,-44.7
101 ms,VehicleStatus,VehicleSpeed,6.87
101 ms,VehicleStatus,SteeringAngle,-5825.1
0 ms,VehicleAccel,LateralAccel,4.913
0 ms,LaneInfo,LaneC0,1
0 ms,LaneInfo,LaneC1,1
0 ms,LaneInfo,LaneC2,0
0 ms,LaneInfo,LaneC3,0
0 ms,RadarObj1,RelPosX1,-222.0999999999999
0 ms,RadarObj1,RelPosY1,-968.9
0 ms,RadarObj1,RelVelX1,-59.699999999999996
0 ms,RadarObj1,RelAccX1,-34.0
0 ms,RadarObj2,RelPosX2,-656.4
0 ms,RadarObj2,RelPosY2,4659.6
0 ms,RadarObj2,RelVelX2,-83.4
0 ms,RadarObj2,RelAccX2,6492.1
0 ms,RadarObj3,RelPosX3,-458.29999999999995
0 ms,RadarObj3,RelPosY3,5079.400000000001
0 ms,RadarObj3,RelVelX3,6445.900000000001
0 ms,RadarObj3,RelAccX3,-0.5999999999999943
1 ms,RadarObj4,RelPosX4,-541.2
1 ms,RadarObj4,RelPosY4,5105.6
1 ms,RadarObj4,RelVelX4,-84.3
1 ms,RadarObj4,RelAccX4,6480.8
0 ms,RadarObj5,RelPosX5,4802.5
0 ms,RadarObj5,RelPosY5,-197.69999999999993
0 ms,RadarObj5,RelVelX5,-20.5
0 ms,RadarObj5,RelAccX5,-22.9
0 ms,RadarObj6,RelPosX6,-18.299999999999955
0 ms,RadarObj6,RelPosY6,-568.7
0 ms,RadarObj6,RelVelX6,6428.5
0 ms,RadarObj6,RelAccX6,6485.3
0 ms,RadarObj7,RelPosX7,-6.599999999999909
0 ms,RadarObj7,RelPosY7,-301.9
0 ms,RadarObj7,RelVelX7,-16.19999999999999
0 ms,RadarObj7,RelAccX7,-42.0
0 ms,RadarObj8,RelPosX8,-630.5
0 ms,RadarObj8,RelPosY8,5087.6
0 ms,RadarObj8,RelVelX8,-83.0
0 ms,RadarObj8,RelAccX8,-8.399999999999999
0 ms,RadarObj9,RelPosX9,-611.0999999999999
0 ms,RadarObj9,RelPosY9,-101.79999999999995
0 ms,RadarObj9,RelVelX9,6445.700000000001
0 ms,RadarObj9,RelAccX9,-33.8
0 ms,RadarObj10,RelPosX10,-209.5999999999999
0 ms,RadarObj10,RelPosY10,-251.5999999999999
0 ms,RadarObj10,RelVelX10,-28.89999999999999
0 ms,RadarObj10,RelAccX10,-26.299999999999997
100 ms,VehicleStatus,VehicleSpeed,64.35
100 ms,VehicleStatus,SteeringAngle,-4523.2
0 ms,VehicleAccel,LateralAccel,63.286
0 ms,LaneInfo,LaneC0,1
0 ms,LaneInfo,LaneC1,1
0 ms,LaneInfo,LaneC2,0
0 ms,LaneInfo,LaneC3,1
0 ms,RadarObj1,RelPosX1,5095.700000000001
0 ms,RadarObj1,RelPosY1,-284.5999999999999
0 ms,RadarObj1,RelVelX1,6382.700000000001
0 ms,RadarObj1,RelAccX1,-17.1
0 ms,RadarObj2,RelPosX2,4622.200000000001
0 ms,RadarObj2,RelPosY2,4767.3
0 ms,RadarObj2,RelVelX2,6431.700000000001
0 ms,RadarObj2,RelAccX2,6503.400000000001
0 ms,RadarObj3,RelPosX3,-770.7
0 ms,RadarObj3,RelPosY3,-51.59999999999991
0 ms,RadarObj3,RelVelX3,6435.0
0 ms,RadarObj3,RelAccX3,-20.2
0 ms,RadarObj4,RelPosX4,4632.6
0 ms,RadarObj4,RelPosY4,5476.400000000001
0 ms,RadarObj4,RelVelX4,-41.9
0 ms,RadarObj4,RelAccX4,6503.1
0 ms,RadarObj5,RelPosX5,-366.0
0 ms,RadarObj5,RelPosY5,4660.700000000001
0 ms,RadarObj5,RelVelX5,6432.1
0 ms,RadarObj5,RelAccX5,-40.6
0 ms,RadarObj6,RelPosX6,-108.79999999999995
0 ms,RadarObj6,RelPosY6,5419.400000000001
0 ms,RadarObj6,RelVelX6,-47.4
0 ms,RadarObj6,RelAccX6,6495.8
0 ms,RadarObj7,RelPosX7,5415.3
0 ms,RadarObj7,RelPosY7,4990.5
0 ms,RadarObj7,RelVelX7,-39.699999999999996
0 ms,RadarObj7,RelAccX7,-35.7
0 ms,RadarObj8,RelPosX8,4719.5
0 ms,RadarObj8,RelPosY8,4687.1
0 ms,RadarObj8,RelVelX8,-89.4
0 ms,RadarObj8,RelAccX8,6483.1
0 ms,RadarObj9,RelPosX9,-359.4
0 ms,RadarObj9,RelPosY9,4872.700000000001
0 ms,RadarObj9,RelVelX9,-87.9
0 ms,RadarObj9,RelAccX9,-2.3999999999999986
0 ms,RadarObj10,RelPosX10,-443.29999999999995
0 ms,RadarObj10,RelPosY10,-328.5
0 ms,RadarObj10,RelVelX10,-93.4
0 ms,RadarObj10,RelAccX10,6495.700000000001
102 ms,VehicleStatus,VehicleSpeed,111.02
102 ms,VehicleStatus,SteeringAngle,-5416.7
0 ms,VehicleAccel,LateralAccel,8.384
0 ms,LaneInfo,LaneC0,1
0 ms,LaneInfo,LaneC1,0
0 ms,LaneInfo,LaneC2,0
0 ms,LaneInfo,LaneC3,0
0 ms,RadarObj1,RelPosX1,4819.0
0 ms,RadarObj1,RelPosY1,4602.400000000001
0 ms,RadarObj1,RelVelX1,-86.8
0 ms,RadarObj1,RelAccX1,6457.900000000001
0 ms,RadarObj2,RelPosX2,-594.7
0 ms,RadarObj2,RelPosY2,-354.5
0 ms,RadarObj2,RelVelX2,6389.400000000001
0 ms,RadarObj2,RelAccX2,-29.599999999999998
0 ms,RadarObj3,RelPosX3,-897.4
0 ms,RadarObj3,RelPosY3,4617.900000000001
0 ms,RadarObj3,RelVelX3,-45.199999999999996
0 ms,RadarObj3,RelAccX3,6488.700000000001
0 ms,RadarObj4,RelPosX4,-234.0
0 ms,RadarObj4,RelPosY4,-186.19999999999993
0 ms,RadarObj4,RelVelX4,6437.8
0 ms,RadarObj4,RelAccX4,-12.199999999999996
0 ms,RadarObj5,RelPosX5,-62.89999999999998
0 ms,RadarObj5,RelPosY5,5458.8
0 ms,RadarObj5,RelVelX5,6410.8
0 ms,RadarObj5,RelAccX5,6491.5
0 ms,RadarObj6,RelPosX6,-229.5999999999999
0 ms,RadarObj6,RelPosY6,-734.5999999999999
0 ms,RadarObj6,RelVelX6,6422.1
0 ms,RadarObj6,RelAccX6,-39.6
0 ms,RadarObj7,RelPosX7,5163.8
0 ms,RadarObj7,RelPosY7,-607.0
0 ms,RadarObj7,RelVelX7,6434.1
0 ms,RadarObj7,RelAccX7,-28.5
0 ms,RadarObj8,RelPosX8,4578.900000000001
0 ms,RadarObj8,RelPosY8,5383.8
0 ms,RadarObj8,RelVelX8,-15.599999999999994
0 ms,RadarObj8,RelAccX8,6497.6
1 ms,RadarObj9,RelPosX9,5003.0
1 ms,RadarObj9,RelPosY9,-921.9
1 ms,RadarObj9,RelVelX9,6407.700000000001
1 ms,RadarObj9,RelAccX9,6490.3
0 ms,RadarObj10,RelPosX10,5013.6
0 ms,RadarObj10,RelPosY10,5197.5
0 ms,RadarObj10,RelVelX10,-91.4
0 ms,RadarObj10,RelAccX10,-23.299999999999997
100 ms,VehicleStatus,VehicleSpeed,214.74
100 ms,VehicleStatus,SteeringAngle,-5050.1
0 ms,VehicleAccel,LateralAccel,1.372
0 ms,LaneInfo,LaneC0,1
0 ms,LaneInfo,LaneC1,1
0 ms,LaneInfo,LaneC2,0
0 ms,LaneInfo,LaneC3,0
0 ms,RadarObj1,RelPosX1,5195.400000000001
0 ms,RadarObj1,RelPosY1,-321.29999999999995
0 ms,RadarObj1,RelVelX1,6355.8
0 ms,RadarObj1,RelAccX1,-22.799999999999997
0 ms,RadarObj2,RelPosX2,4819.200000000001
0 ms,RadarObj2,RelPosY2,4790.5
0 ms,RadarObj2,RelVelX2,-65.69999999999999
0 ms,RadarObj2,RelAccX2,-17.199999999999996
0 ms,RadarObj3,RelPosX3,5368.8
0 ms,RadarObj3,RelPosY3,5145.900000000001
0 ms,RadarObj3,RelVelX3,-93.3
0 ms,RadarObj3,RelAccX3,-11.899999999999999
0 ms,RadarObj4,RelPosX4,4949.1
0 ms,RadarObj4,RelPosY4,4596.700000000001
0 ms,RadarObj4,RelVelX4,-39.599999999999994
0 ms,RadarObj4,RelAccX4,6459.200000000001
0 ms,RadarObj5,RelPosX5,5051.1
0 ms,RadarObj5,RelPosY5,5042.5
0 ms,RadarObj5,RelVelX5,-26.099999999999994
0 ms,RadarObj5,RelAccX5,-39.3
0 ms,RadarObj6,RelPosX6,5547.200000000001
0 ms,RadarObj6,RelPosY6,-25.09999999999991
0 ms,RadarObj6,RelVelX6,-64.3
0 ms,RadarObj6,RelAccX6,-24.2
0 ms,RadarObj7,RelPosX7,-741.4
0 ms,RadarObj7,RelPosY7,5326.900000000001
0 ms,RadarObj7,RelVelX7,-97.2
0 ms,RadarObj7,RelAccX7,6484.900000000001
0 ms,RadarObj8,RelPosX8,4715.8
0 ms,RadarObj8,RelPosY8,-399.9
0 ms,RadarObj8,RelVelX8,-56.8
0 ms,RadarObj8,RelAccX8,6458.1
0 ms,RadarObj9,RelPosX9,5442.3
0 ms,RadarObj9,RelPosY9,5080.6
0 ms,RadarObj9,RelVelX9,6369.400000000001
0 ms,RadarObj9,RelAccX9,-33.9
0 ms,RadarObj10,RelPosX10,-885.9
0 ms,RadarObj10,RelPosY10,-130.0
0 ms,RadarObj10,RelVelX10,6396.5
0 ms,RadarObj10,RelAccX10,6489.5
100 ms,VehicleStatus,VehicleSpeed,215.89000000000001
100 ms,VehicleStatus,SteeringAngle,-4523.299999999999
0 ms,VehicleAccel,LateralAccel,64.407
1 ms,LaneInfo,LaneC0,1
1 ms,LaneInfo,LaneC1,1
1 ms,LaneInfo,LaneC2,0
1 ms,LaneInfo,LaneC3,1
0 ms,RadarObj1,RelPosX1,5036.5
0 ms,RadarObj1,RelPosY1,4916.700000000001
0 ms,RadarObj1,RelVelX1,6389.3
0 ms,RadarObj1,RelAccX1,-38.0
0 ms,RadarObj2,RelPosX2,5376.3
0 ms,RadarObj2,RelPosY2,-124.89999999999998
0 ms,RadarObj2,RelVelX2,6370.8
0 ms,RadarObj2,RelAccX2,6502.6
0 ms,RadarObj3,RelPosX3,-820.9
0 ms,RadarObj3,RelPosY3,-17.299999999999955
0 ms,RadarObj3,RelVelX3,6438.5
0 ms,RadarObj3,RelAccX3,-1.5
0 ms,RadarObj4,RelPosX4,5299.0
0 ms,RadarObj4,RelPosY4,4640.400000000001
0 ms,RadarObj4,RelVelX4,6423.400000000001
0 ms,RadarObj4,RelAccX4,-26.5
0 ms,RadarObj5,RelPosX5,5284.0
0 ms,RadarObj5,RelPosY5,-442.5
0 ms,RadarObj5,RelVelX5,-70.8
0 ms,RadarObj5,RelAccX5,6485.1
0 ms,RadarObj6,RelPosX6,-367.5999999999999
0 ms,RadarObj6,RelPosY6,-971.2
0 ms,RadarObj6,RelVelX6,6412.8
0 ms,RadarObj6,RelAccX6,6475.0
0 ms,RadarObj7,RelPosX7,-882.2
0 ms,RadarObj7,RelPosY7,5115.1
0 ms,RadarObj7,RelVelX7,-94.0
0 ms,RadarObj7,RelAccX7,-1.7999999999999972
0 ms,RadarObj8,RelPosX8,4757.1
0 ms,RadarObj8,RelPosY8,4631.700000000001
0 ms,RadarObj8,RelVelX8,6415.6
0 ms,RadarObj8,RelAccX8,-11.0
0 ms,RadarObj9,RelPosX9,4899.6
0 ms,RadarObj9,RelPosY9,5469.8
0 ms,RadarObj9,RelVelX9,6367.700000000001
0 ms,RadarObj9,RelAccX9,-14.699999999999996
0 ms,RadarObj10,RelPosX10,-691.3
0 ms,RadarObj10,RelPosY10,-436.9
0 ms,RadarObj10,RelVelX10,-73.7
0 ms,RadarObj10,RelAccX10,6462.900000000001
100 ms,VehicleStatus,VehicleSpeed,220.04
100 ms,VehicleStatus,SteeringAngle,-4523.299999999999
1 ms,VehicleAccel,LateralAccel,3.108
0 ms,LaneInfo,LaneC0,0
0 ms,LaneInfo,LaneC1,0
0 ms,LaneInfo,LaneC2,1
0 ms,LaneInfo,LaneC3,0
0 ms,RadarObj1,RelPosX1,4725.5
0 ms,RadarObj1,RelPosY1,4638.0
0 ms,RadarObj1,RelVelX1,-51.699999999999996
0 ms,RadarObj1,RelAccX1,6478.0
0 ms,RadarObj2,RelPosX2,5166.1
0 ms,RadarObj2,RelPosY2,-361.0
0 ms,RadarObj2,RelVelX2,6362.700000000001
0 ms,RadarObj2,RelAccX2,6499.8
0 ms,RadarObj3,RelPosX3,-919.9
0 ms,RadarObj3,RelPosY3,5277.900000000001
0 ms,RadarObj3,RelVelX3,-25.5
0 ms,RadarObj3,RelAccX3,-35.3
0 ms,RadarObj4,RelPosX4,4693.8
0 ms,RadarObj4,RelPosY4,5153.6
0 ms,RadarObj4,RelVelX4,6374.900000000001
0 ms,RadarObj4,RelAccX4,-45.2
0 ms,RadarObj5,RelPosX5,-98.19999999999993
0 ms,RadarObj5,RelPosY5,5341.5
0 ms,RadarObj5,RelVelX5,-39.199999999999996
0 ms,RadarObj5,RelAccX5,-7.299999999999997
0 ms,RadarObj6,RelPosX6,-776.4
0 ms,RadarObj6,RelPosY6,5349.6
0 ms,RadarObj6,RelVelX6,6386.8
0 ms,RadarObj6,RelAccX6,6487.6
0 ms,RadarObj7,RelPosX7,-532.4
0 ms,RadarObj7,RelPosY7,4821.1
0 ms,RadarObj7,RelVelX7,6431.700000000001
0 ms,RadarObj7,RelAccX7,6481.6
0 ms,RadarObj8,RelPosX8,5541.900000000001
0 ms,RadarObj8,RelPosY8,4564.1
0 ms,RadarObj8,RelVelX8,-62.9
0 ms,RadarObj8,RelAccX8,6461.900000000001
0 ms,RadarObj9,RelPosX9,4930.3
0 ms,RadarObj9,RelPosY9,5309.5
0 ms,RadarObj9,RelVelX9,-66.8
0 ms,RadarObj9,RelAccX9,-14.199999999999996
0 ms,RadarObj10,RelPosX10,-178.0
0 ms,RadarObj10,RelPosY10,5006.200000000001
0 ms,RadarObj10,RelVelX10,6452.8
0 ms,RadarObj10,RelAccX10,6484.8
100 ms,VehicleStatus,VehicleSpeed,39.5
100 ms,VehicleStatus,SteeringAngle,-4523.299999999999
0 ms,VehicleAccel,LateralAccel,5.4590000000000005
0 ms,LaneInfo,LaneC0,0
0 ms,LaneInfo,LaneC1,1
0 ms,LaneInfo,LaneC2,1
0 ms,LaneInfo,LaneC3,1
0 ms,RadarObj1,RelPosX1,-6.599999999999909
0 ms,RadarObj1,RelPosY1,5063.0
0 ms,RadarObj1,RelVelX1,-84.5
0 ms,RadarObj1,RelAccX1,6492.5
0 ms,RadarObj2,RelPosX2,4726.0
0 ms,RadarObj2,RelPosY2,-422.69999999999993
0 ms,RadarObj2,RelVelX2,-11.599999999999994
0 ms,RadarObj2,RelAccX2,6485.700000000001
0 ms,RadarObj3,RelPosX3,5130.5
0 ms,RadarObj3,RelPosY3,-226.19999999999993
0 ms,RadarObj3,RelVelX3,6444.900000000001
0 ms,RadarObj3,RelAccX3,6501.5
0 ms,RadarObj4,RelPosX4,-975.8
0 ms,RadarObj4,RelPosY4,-915.5
0 ms,RadarObj4,RelVelX4,-70.7
0 ms,RadarObj4,RelAccX4,6477.0
0 ms,RadarObj5,RelPosX5,4562.0
0 ms,RadarObj5,RelPosY5,-172.5
0 ms,RadarObj5,RelVelX5,6437.400000000001
0 ms,RadarObj5,RelAccX5,-44.9
0 ms,RadarObj6,RelPosX6,-34.0
0 ms,RadarObj6,RelPosY6,5321.900000000001
0 ms,RadarObj6,RelVelX6,-25.700000000000003
0 ms,RadarObj6,RelAccX6,-4.099999999999994
0 ms,RadarObj7,RelPosX7,-793.9
0 ms,RadarObj7,RelPosY7,-529.0999999999999
0 ms,RadarObj7,RelVelX7,6412.3
0 ms,RadarObj7,RelAccX7,-18.799999999999997
0 ms,RadarObj8,RelPosX8,5117.0
0 ms,RadarObj8,RelPosY8,4744.200000000001
0 ms,RadarObj8,RelVelX8,6409.1
0 ms,RadarObj8,RelAccX8,-13.699999999999996
0 ms,RadarObj9,RelPosX9,-8.5
0 ms,RadarObj9,RelPosY9,5479.6
0 ms,RadarObj9,RelVelX9,6439.700000000001
0 ms,RadarObj9,RelAccX9,-22.299999999999997
0 ms,RadarObj10,RelPosX10,5213.700000000001
0 ms,RadarObj10,RelPosY10,5244.8
0 ms,RadarObj10,RelVelX10,-11.5
0 ms,RadarObj10,RelAccX10,6474.5
101 ms,VehicleStatus,VehicleSpeed,206.36
101 ms,VehicleStatus,SteeringAngle,-4194.7
0 ms,VehicleAccel,LateralAccel,62.702
0 ms,LaneInfo,LaneC0,1
0 ms,LaneInfo,LaneC1,1
0 ms,LaneInfo,LaneC2,0
0 ms,LaneInfo,LaneC3,1
0 ms,RadarObj1,RelPosX1,5088.0
0 ms,RadarObj1,RelPosY1,-600.0
0 ms,RadarObj1,RelVelX1,6442.1
0 ms,RadarObj1,RelAccX1,-24.599999999999998
0 ms,RadarObj2,RelPosX2,4775.900000000001
0 ms,RadarObj2,RelPosY2,5155.3
0 ms,RadarObj2,RelVelX2,-4.199999999999989
0 ms,RadarObj2,RelAccX2,-14.600000000000001
0 ms,RadarObj3,RelPosX3,5032.400000000001
0 ms,RadarObj3,RelPosY3,5138.0
0 ms,RadarObj3,RelVelX3,-7.099999999999994
0 ms,RadarObj3,RelAccX3,-24.299999999999997
0 ms,RadarObj4,RelPosX4,-516.0999999999999
0 ms,RadarObj4,RelPosY4,-413.4
0 ms,RadarObj4,RelVelX4,-23.799999999999997
0 ms,RadarObj4,RelAccX4,6497.200000000001
0 ms,RadarObj5,RelPosX5,-860.1
0 ms,RadarObj5,RelPosY5,5433.700000000001
0 ms,RadarObj5,RelVelX5,6432.3
0 ms,RadarObj5,RelAccX5,-14.199999999999996
0 ms,RadarObj6,RelPosX6,5238.8
0 ms,RadarObj6,RelPosY6,-69.0
0 ms,RadarObj6,RelVelX6,6441.1
0 ms,RadarObj6,RelAccX6,-44.7
0 ms,RadarObj7,RelPosX7,-826.7
0 ms,RadarObj7,RelPosY7,-826.7
0 ms,RadarObj7,RelVelX7,-88.3
0 ms,RadarObj7,RelAccX7,-39.2
0 ms,RadarObj8,RelPosX8,-237.0
0 ms,RadarObj8,RelPosY8,-331.0
0 ms,RadarObj8,RelVelX8,-0.7999999999999972
0 ms,RadarObj8,RelAccX8,6457.200000000001
0 ms,RadarObj9,RelPosX9,4826.1
0 ms,RadarObj9,RelPosY9,-538.4
0 ms,RadarObj9,RelVelX9,-97.9
0 ms,RadarObj9,RelAccX9,6461.200000000001
0 ms,RadarObj10,RelPosX10,5465.6
0 ms,RadarObj10,RelPosY10,-961.3
0 ms,RadarObj10,RelVelX10,-21.0
0 ms,RadarObj10,RelAccX10,-29.799999999999997
101 ms,VehicleStatus,VehicleSpeed,217.12
101 ms,VehicleStatus,SteeringAngle,-5079.6
0 ms,VehicleAccel,LateralAccel,60.096000000000004
0 ms,LaneInfo,LaneC0,1
0 ms,LaneInfo,LaneC1,0
0 ms,LaneInfo,LaneC2,1
0 ms,LaneInfo,LaneC3,0
0 ms,RadarObj1,RelPosX1,-793.2
0 ms,RadarObj1,RelPosY1,-53.39999999999998
0 ms,RadarObj1,RelVelX1,6430.400000000001
0 ms,RadarObj1,RelAccX1,-23.099999999999998
0 ms,RadarObj2,RelPosX2,5426.900000000001
0 ms,RadarObj2,RelPosY2,-610.5999999999999
0 ms,RadarObj2,RelVelX2,6386.3
0 ms,RadarObj2,RelAccX2,-32.599999999999994
0 ms,RadarObj3,RelPosX3,-349.0
0 ms,RadarObj3,RelPosY3,5186.700000000001
0 ms,RadarObj3,RelVelX3,6411.0
0 ms,RadarObj3,RelAccX3,6456.200000000001
0 ms,RadarObj4,RelPosX4,5550.5
0 ms,RadarObj4,RelPosY4,-763.4
0 ms,RadarObj4,RelVelX4,-71.0
0 ms,RadarObj4,RelAccX4,-14.299999999999997
0 ms,RadarObj5,RelPosX5,5530.400000000001
0 ms,RadarObj5,RelPosY5,-34.89999999999998
0 ms,RadarObj5,RelVelX5,6415.8
0 ms,RadarObj5,RelAccX5,6459.900000000001
0 ms,RadarObj6,RelPosX6,-127.09999999999991
0 ms,RadarObj6,RelPosY6,-751.7
0 ms,RadarObj6,RelVelX6,-7.699999999999989
0 ms,RadarObj6,RelAccX6,6492.6
0 ms,RadarObj7,RelPosX7,-241.0999999999999
0 ms,RadarObj7,RelPosY7,-403.29999999999995
0 ms,RadarObj7,RelVelX7,-26.200000000000003
0 ms,RadarObj7,RelAccX7,6488.6
0 ms,RadarObj8,RelPosX8,5099.5
0 ms,RadarObj8,RelPosY8,4874.700000000001
0 ms,RadarObj8,RelVelX8,6408.700000000001
0 ms,RadarObj8,RelAccX8,6471.3
0 ms,RadarObj9,RelPosX9,4590.0
0 ms,RadarObj9,RelPosY9,4587.8
0 ms,RadarObj9,RelVelX9,-15.599999999999994
0 ms,RadarObj9,RelAccX9,-39.6
0 ms,RadarObj10,RelPosX10,-914.8
0 ms,RadarObj10,RelPosY10,4990.900000000001
0 ms,RadarObj10,RelVelX10,6354.1
0 ms,RadarObj10,RelAccX10,-2.799999999999997
100 ms,VehicleStatus,VehicleSpeed,195.71
100 ms,VehicleStatus,SteeringAngle,-2846.2
0 ms,VehicleAccel,LateralAccel,0.915
0 ms,LaneInfo,LaneC0,1
0 ms,LaneInfo,LaneC1,1
0 ms,LaneInfo,LaneC2,0
0 ms,LaneInfo,LaneC3,0
0 ms,RadarObj1,RelPosX1,-765.4
0 ms,RadarObj1,RelPosY1,-324.19999999999993
0 ms,RadarObj1,RelVelX1,-81.2
0 ms,RadarObj1,RelAccX1,-23.099999999999998
0 ms,RadarObj2,RelPosX2,5546.3
0 ms,RadarObj2,RelPosY2,-572.5
0 ms,RadarObj2,RelVelX2,-7.8999999999999915
0 ms,RadarObj2,RelAccX2,-25.0
0 ms,RadarObj3,RelPosX3,5537.700000000001
0 ms,RadarObj3,RelPosY3,4583.200000000001
0 ms,RadarObj3,RelVelX3,6439.3
0 ms,RadarObj3,RelAccX3,-15.600000000000001
0 ms,RadarObj4,RelPosX4,5224.900000000001
0 ms,RadarObj4,RelPosY4,5486.900000000001
0 ms,RadarObj4,RelVelX4,6451.1
0 ms,RadarObj4,RelAccX4,6502.0
